rule,premise,conclusion,support,confidence,lift,avg_distance_norm,avg_cardinality,score,premise_count,conclusion_count,co_occurrences
library → caravan_site,library,caravan_site,0.003,0.0,0.12,0.999,0.0,0.0,1072,190,3
library → motel,library,motel,0.001,0.0,0.09,1.0,0.0,0.0,1072,27,1
library → ice_rink,library,ice_rink,0.002,0.0,0.19,0.999,0.0,0.0,1072,37,2
library → nursing_home,library,nursing_home,0.001,0.0,0.09,1.0,0.0,0.0,1072,48,1
library → mall,library,mall,0.004,0.001,0.37,0.997,0.01,0.0,1072,43,8
library → college,library,college,0.024,0.003,1.34,0.988,0.03,0.0,1072,144,33
museum → computer_shop,museum,computer_shop,0.015,0.002,0.57,0.994,0.02,0.0,778,214,13
museum → zoo,museum,zoo,0.004,0.0,0.39,0.998,0.0,0.0,778,18,3
museum → peak,museum,peak,0.01,0.001,0.01,0.993,0.01,0.0,778,8981,10
museum → park,museum,park,0.01,0.001,0.85,0.997,0.01,0.0,778,96,10
museum → biergarten,museum,biergarten,0.004,0.0,0.39,0.997,0.0,0.0,778,57,3
museum → hostel,museum,hostel,0.021,0.002,0.88,0.991,0.02,0.0,778,186,16
museum → bus_station,museum,bus_station,0.004,0.0,0.39,0.999,0.0,0.0,778,55,3
museum → car_rental,museum,car_rental,0.005,0.001,0.14,0.999,0.01,0.0,778,287,4
museum → greengrocer,museum,greengrocer,0.012,0.001,0.97,0.996,0.01,0.0,778,95,9
museum → ice_rink,museum,ice_rink,0.001,0.0,0.13,0.999,0.0,0.0,778,37,1
museum → swimming_pool,museum,swimming_pool,0.003,0.0,0.14,1.0,0.0,0.0,778,143,2
museum → cave_entrance,museum,cave_entrance,0.006,0.001,0.09,0.997,0.01,0.0,778,560,6
museum → public_building,museum,public_building,0.004,0.0,0.39,0.999,0.0,0.0,778,27,3
museum → wayside_cross,museum,wayside_cross,0.018,0.003,0.07,0.994,0.03,0.0,778,1917,21
museum → video_shop,museum,video_shop,0.003,0.0,0.26,0.999,0.0,0.0,778,8,2
museum → water_mill,museum,water_mill,0.006,0.001,0.64,0.995,0.01,0.0,778,41,7
museum → christian_methodist,museum,christian_methodist,0.001,0.0,0.13,1.0,0.0,0.0,778,19,1
museum → railway_halt,museum,railway_halt,0.018,0.002,0.2,0.991,0.02,0.0,778,726,15
museum → hospital,museum,hospital,0.001,0.0,0.13,0.999,0.0,0.0,778,24,1
museum → castle,museum,castle,0.017,0.002,0.44,0.989,0.02,0.0,778,302,13
museum → christian,museum,christian,0.021,0.002,0.4,0.991,0.02,0.0,778,413,16
museum → wayside_shrine,museum,wayside_shrine,0.019,0.004,0.15,0.991,0.04,0.0,778,1014,34
museum → arts_centre,museum,arts_centre,0.026,0.003,1.42,0.986,0.03,0.0,778,144,22
museum → ruins,museum,ruins,0.005,0.001,0.17,0.998,0.01,0.0,778,239,6
museum → christian_catholic,museum,christian_catholic,0.012,0.002,0.55,0.994,0.02,0.0,778,168,13
museum → archaeological,museum,archaeological,0.024,0.003,0.44,0.987,0.03,0.0,778,441,26
kindergarten → sports_shop,kindergarten,sports_shop,0.028,0.003,0.26,0.99,0.03,0.0,1337,868,44
kindergarten → town_hall,kindergarten,town_hall,0.028,0.003,0.39,0.987,0.03,0.0,1337,574,41
wayside_cross → fast_food,wayside_cross,fast_food,0.009,0.001,0.03,0.997,0.01,0.0,1917,2688,19
park → post_office,park,post_office,0.031,0.003,0.18,0.991,0.03,0.0,96,1345,3
park → car_dealership,park,car_dealership,0.021,0.002,0.16,0.994,0.02,0.0,96,1021,2
park → convenience,park,convenience,0.031,0.003,0.09,0.991,0.03,0.0,96,2695,3
park → laundry,park,laundry,0.01,0.001,0.19,0.994,0.01,0.0,96,428,1
park → chemist,park,chemist,0.01,0.001,0.23,0.994,0.01,0.0,96,359,1
park → castle,park,castle,0.01,0.001,0.27,0.992,0.01,0.0,96,302,1
park → florist,park,florist,0.01,0.001,0.09,0.999,0.01,0.0,96,953,1
park → dentist,park,dentist,0.01,0.001,0.13,0.996,0.01,0.0,96,645,1
park → wayside_shrine,park,wayside_shrine,0.021,0.002,0.16,0.991,0.02,0.0,96,1014,2
park → christian_catholic,park,christian_catholic,0.01,0.001,0.49,0.996,0.01,0.0,96,168,1
park → peak,park,peak,0.021,0.002,0.02,0.985,0.02,0.0,96,8981,2
park → fast_food,park,fast_food,0.021,0.004,0.06,0.99,0.04,0.0,96,2688,4
park → college,park,college,0.021,0.002,1.15,0.992,0.02,0.0,96,144,2
park → clothes,park,clothes,0.021,0.003,0.05,0.994,0.03,0.0,96,3601,3
park → jeweller,park,jeweller,0.01,0.001,0.1,0.996,0.01,0.0,96,842,1
park → optician,park,optician,0.01,0.001,0.11,0.995,0.01,0.0,96,776,1
park → bicycle_rental,park,bicycle_rental,0.021,0.002,0.18,0.991,0.02,0.0,96,923,2
park → bicycle_shop,park,bicycle_shop,0.021,0.002,0.13,0.997,0.02,0.0,96,1276,2
park → furniture_shop,park,furniture_shop,0.021,0.003,0.29,0.992,0.03,0.0,96,562,3
park → toy_shop,park,toy_shop,0.021,0.003,0.76,0.997,0.03,0.0,96,218,3
park → doityourself,park,doityourself,0.01,0.001,0.18,0.998,0.01,0.0,96,469,1
park → bookshop,park,bookshop,0.021,0.002,0.38,0.997,0.02,0.0,96,436,2
park → tram_stop,park,tram_stop,0.031,0.003,0.2,0.995,0.03,0.0,96,1241,3
park → newsagent,park,newsagent,0.01,0.001,0.35,0.999,0.01,0.0,96,239,1
park → beauty_shop,park,beauty_shop,0.021,0.002,0.13,0.992,0.02,0.0,96,1258,2
park → wayside_cross,park,wayside_cross,0.021,0.002,0.09,0.996,0.02,0.0,96,1917,2
park → taxi,park,taxi,0.01,0.001,0.41,0.998,0.01,0.0,96,202,1
park → stationery,park,stationery,0.01,0.001,0.33,0.996,0.01,0.0,96,249,1
bar → caravan_site,bar,caravan_site,0.004,0.0,0.15,0.998,0.0,0.0,2240,190,8
park → ruins,park,ruins,0.01,0.001,0.35,0.992,0.01,0.0,96,239,1
park → alpine_hut,park,alpine_hut,0.01,0.001,0.29,0.997,0.01,0.0,96,281,1
park → garden_centre,park,garden_centre,0.021,0.002,1.08,0.989,0.02,0.0,96,153,2
park → sports_centre,park,sports_centre,0.021,0.002,0.21,0.994,0.02,0.0,96,779,2
park → mobile_phone_shop,park,mobile_phone_shop,0.01,0.001,0.23,0.995,0.01,0.0,96,365,1
park → nightclub,park,nightclub,0.01,0.001,0.31,0.999,0.01,0.0,96,271,1
park → camp_site,park,camp_site,0.01,0.001,0.82,0.993,0.01,0.0,96,101,1
park → caravan_site,park,caravan_site,0.01,0.001,0.44,0.993,0.01,0.0,96,190,1
park → school,park,school,0.031,0.003,0.2,0.989,0.03,0.0,96,1257,3
park → pub,park,pub,0.01,0.001,0.11,0.997,0.01,0.0,96,725,1
park → clinic,park,clinic,0.01,0.001,0.34,1.0,0.01,0.0,96,246,1
park → ice_rink,park,ice_rink,0.01,0.001,1.04,0.992,0.01,0.0,96,37,1
park → guesthouse,park,guesthouse,0.01,0.001,0.1,0.997,0.01,0.0,96,792,1
park → spring,park,spring,0.01,0.001,0.16,0.993,0.01,0.0,96,515,1
park → railway_station,park,railway_station,0.01,0.001,0.07,0.992,0.01,0.0,96,1226,1
park → doctors,park,doctors,0.021,0.004,0.08,0.996,0.04,0.0,96,1979,4
park → gift_shop,park,gift_shop,0.01,0.001,0.17,0.997,0.01,0.0,96,496,1
park → nursing_home,park,nursing_home,0.01,0.001,1.04,0.997,0.01,0.0,96,48,1
park → travel_agent,park,travel_agent,0.01,0.001,0.18,0.997,0.01,0.0,96,460,1
park → attraction,park,attraction,0.021,0.002,0.13,0.994,0.02,0.0,96,1231,2
park → tower,park,tower,0.021,0.002,0.3,0.998,0.02,0.0,96,558,2
park → hostel,park,hostel,0.021,0.002,0.89,0.997,0.02,0.0,96,186,2
wayside_cross → airport,wayside_cross,airport,0.001,0.0,0.05,1.0,0.0,0.0,1917,17,1
kindergarten → car_dealership,kindergarten,car_dealership,0.025,0.003,0.19,0.992,0.03,0.0,1337,1021,34
wayside_cross → track,wayside_cross,track,0.001,0.0,0.05,1.0,0.0,0.0,1917,27,1
wayside_cross → laundry,wayside_cross,laundry,0.002,0.0,0.04,1.0,0.0,0.0,1917,428,4
wayside_cross → dog_park,wayside_cross,dog_park,0.001,0.0,0.05,1.0,0.0,0.0,1917,12,1
wayside_cross → hostel,wayside_cross,hostel,0.001,0.0,0.02,1.0,0.0,0.0,1917,186,1
wayside_cross → jeweller,wayside_cross,jeweller,0.003,0.0,0.03,0.999,0.0,0.0,1917,842,8
wayside_cross → ferry_terminal,wayside_cross,ferry_terminal,0.001,0.0,0.02,1.0,0.0,0.0,1917,471,2
wayside_cross → gift_shop,wayside_cross,gift_shop,0.003,0.0,0.05,0.999,0.0,0.0,1917,496,6
wayside_cross → biergarten,wayside_cross,biergarten,0.001,0.0,0.05,1.0,0.0,0.0,1917,57,1
wayside_cross → dentist,wayside_cross,dentist,0.002,0.0,0.02,1.0,0.0,0.0,1917,645,3
wayside_cross → spring,wayside_cross,spring,0.002,0.0,0.03,0.999,0.0,0.0,1917,515,4
wayside_cross → car_dealership,wayside_cross,car_dealership,0.005,0.0,0.04,0.998,0.0,0.0,1917,1021,9
wayside_cross → ruins,wayside_cross,ruins,0.003,0.0,0.09,0.999,0.0,0.0,1917,239,5
wayside_cross → museum,wayside_cross,museum,0.01,0.001,0.1,0.996,0.01,0.0,1917,778,21
wayside_cross → community_centre,wayside_cross,community_centre,0.002,0.0,0.03,1.0,0.0,0.0,1917,410,3
wayside_cross → clinic,wayside_cross,clinic,0.001,0.0,0.02,1.0,0.0,0.0,1917,246,1
wayside_cross → post_office,wayside_cross,post_office,0.01,0.001,0.06,0.997,0.01,0.0,1917,1345,20
wayside_cross → sports_centre,wayside_cross,sports_centre,0.003,0.0,0.03,0.999,0.0,0.0,1917,779,5
wayside_cross → cave_entrance,wayside_cross,cave_entrance,0.004,0.001,0.05,0.998,0.01,0.0,1917,560,10
wayside_cross → swimming_pool,wayside_cross,swimming_pool,0.001,0.0,0.03,1.0,0.0,0.0,1917,143,1
wayside_cross → alpine_hut,wayside_cross,alpine_hut,0.002,0.0,0.04,0.999,0.0,0.0,1917,281,3
wayside_cross → monument,wayside_cross,monument,0.002,0.0,0.05,0.999,0.0,0.0,1917,233,4
wayside_cross → playground,wayside_cross,playground,0.018,0.002,0.03,0.993,0.02,0.0,1917,4069,39
wayside_cross → artwork,wayside_cross,artwork,0.022,0.003,0.06,0.988,0.03,0.0,1917,3144,57
wayside_cross → kiosk,wayside_cross,kiosk,0.008,0.001,0.06,0.997,0.01,0.0,1917,1156,16
wayside_cross → chemist,wayside_cross,chemist,0.001,0.0,0.01,1.0,0.0,0.0,1917,359,1
wayside_cross → water_mill,wayside_cross,water_mill,0.001,0.0,0.05,1.0,0.0,0.0,1917,41,1
wayside_cross → park,wayside_cross,park,0.001,0.0,0.09,1.0,0.0,0.0,1917,96,2
wayside_cross → caravan_site,wayside_cross,caravan_site,0.001,0.0,0.02,1.0,0.0,0.0,1917,190,1
wayside_cross → car_rental,wayside_cross,car_rental,0.001,0.0,0.01,1.0,0.0,0.0,1917,287,1
wayside_cross → cinema,wayside_cross,cinema,0.001,0.0,0.02,1.0,0.0,0.0,1917,234,1
wayside_cross → theatre,wayside_cross,theatre,0.001,0.0,0.02,1.0,0.0,0.0,1917,346,2
wayside_cross → bus_station,wayside_cross,bus_station,0.001,0.0,0.05,1.0,0.0,0.0,1917,55,1
wayside_cross → bookshop,wayside_cross,bookshop,0.001,0.0,0.01,1.0,0.0,0.0,1917,436,1
wayside_cross → motel,wayside_cross,motel,0.001,0.0,0.05,1.0,0.0,0.0,1917,27,1
wayside_cross → cliff,wayside_cross,cliff,0.001,0.0,0.02,1.0,0.0,0.0,1917,167,1
wayside_cross → nightclub,wayside_cross,nightclub,0.001,0.0,0.02,1.0,0.0,0.0,1917,271,1
wayside_cross → arts_centre,wayside_cross,arts_centre,0.001,0.0,0.06,0.999,0.0,0.0,1917,144,2
wayside_cross → toy_shop,wayside_cross,toy_shop,0.001,0.0,0.02,1.0,0.0,0.0,1917,218,1
wayside_cross → computer_shop,wayside_cross,computer_shop,0.001,0.0,0.02,1.0,0.0,0.0,1917,214,1
wayside_cross → zoo,wayside_cross,zoo,0.001,0.0,0.05,1.0,0.0,0.0,1917,18,1
wayside_cross → mobile_phone_shop,wayside_cross,mobile_phone_shop,0.001,0.0,0.01,1.0,0.0,0.0,1917,365,1
wayside_cross → travel_agent,wayside_cross,travel_agent,0.002,0.0,0.04,0.999,0.0,0.0,1917,460,4
wayside_cross → bicycle_rental,wayside_cross,bicycle_rental,0.001,0.0,0.0,1.0,0.0,0.0,1917,923,1
wayside_cross → newsagent,wayside_cross,newsagent,0.001,0.0,0.03,0.999,0.0,0.0,1917,239,2
wayside_cross → market_place,wayside_cross,market_place,0.001,0.0,0.03,1.0,0.0,0.0,1917,140,1
wayside_cross → archaeological,wayside_cross,archaeological,0.002,0.0,0.04,0.999,0.0,0.0,1917,441,4
wayside_cross → camp_site,wayside_cross,camp_site,0.001,0.0,0.08,0.999,0.0,0.0,1917,101,2
wayside_cross → tram_stop,wayside_cross,tram_stop,0.002,0.0,0.01,0.999,0.0,0.0,1917,1241,6
wayside_cross → castle,wayside_cross,castle,0.004,0.0,0.1,0.999,0.0,0.0,1917,302,7
wayside_cross → veterinary,wayside_cross,veterinary,0.002,0.0,0.04,0.999,0.0,0.0,1917,320,3
bar → muslim_sunni,bar,muslim_sunni,0.0,0.0,0.04,1.0,0.0,0.0,2240,11,1
bar → hostel,bar,hostel,0.028,0.003,1.18,0.988,0.03,0.0,2240,186,65
bar → food_court,bar,food_court,0.014,0.001,1.43,0.995,0.01,0.0,2240,75,33
bar → christian,bar,christian,0.028,0.003,0.54,0.989,0.03,0.0,2240,413,63
camera_surveillance → wayside_shrine,camera_surveillance,wayside_shrine,0.001,0.0,0.01,1.0,0.0,0.0,4037,1014,5
camera_surveillance → christian_protestant,camera_surveillance,christian_protestant,0.003,0.0,0.27,0.999,0.0,0.0,4037,37,11
camera_surveillance → christian_methodist,camera_surveillance,christian_methodist,0.002,0.0,0.25,0.999,0.0,0.0,4037,19,10
camera_surveillance → muslim_sunni,camera_surveillance,muslim_sunni,0.006,0.001,0.57,0.998,0.01,0.0,4037,11,23
camera_surveillance → muslim,camera_surveillance,muslim,0.005,0.001,0.47,0.999,0.01,0.0,4037,35,22
camera_surveillance → garden_centre,camera_surveillance,garden_centre,0.004,0.0,0.23,0.999,0.0,0.0,4037,153,18
camera_surveillance → water_mill,camera_surveillance,water_mill,0.001,0.0,0.07,1.0,0.0,0.0,4037,41,4
camera_surveillance → biergarten,camera_surveillance,biergarten,0.0,0.0,0.02,1.0,0.0,0.0,4037,57,1
camera_surveillance → archaeological,camera_surveillance,archaeological,0.004,0.0,0.08,0.998,0.0,0.0,4037,441,19
camera_surveillance → theme_park,camera_surveillance,theme_park,0.001,0.0,0.1,1.0,0.0,0.0,4037,21,4
camera_surveillance → cliff,camera_surveillance,cliff,0.0,0.0,0.01,1.0,0.0,0.0,4037,167,1
camera_surveillance → spring,camera_surveillance,spring,0.001,0.0,0.02,1.0,0.0,0.0,4037,515,4
camera_surveillance → greengrocer,camera_surveillance,greengrocer,0.005,0.001,0.44,0.999,0.01,0.0,4037,95,21
camera_surveillance → video_shop,camera_surveillance,video_shop,0.003,0.0,0.3,1.0,0.0,0.0,4037,8,12
camera_surveillance → christian_catholic,camera_surveillance,christian_catholic,0.001,0.0,0.07,0.999,0.0,0.0,4037,168,7
camera_surveillance → peak,camera_surveillance,peak,0.008,0.001,0.01,0.995,0.01,0.0,4037,8981,32
camera_surveillance → arts_centre,camera_surveillance,arts_centre,0.029,0.003,1.63,0.99,0.03,0.0,4037,144,120
camera_surveillance → bus_station,camera_surveillance,bus_station,0.027,0.003,2.65,0.989,0.03,0.0,4037,55,107
camera_surveillance → wayside_cross,camera_surveillance,wayside_cross,0.007,0.001,0.03,0.997,0.01,0.0,4037,1917,30
camera_surveillance → helipad,camera_surveillance,helipad,0.001,0.0,0.07,1.0,0.0,0.0,4037,57,3
camera_surveillance → park,camera_surveillance,park,0.003,0.0,0.23,0.999,0.0,0.0,4037,96,11
camera_surveillance → castle,camera_surveillance,castle,0.006,0.001,0.15,0.998,0.01,0.0,4037,302,23
camera_surveillance → veterinary,camera_surveillance,veterinary,0.016,0.002,0.39,0.994,0.02,0.0,4037,320,66
camera_surveillance → swimming_pool,camera_surveillance,swimming_pool,0.0,0.0,0.01,1.0,0.0,0.0,4037,143,1
camera_surveillance → public_building,camera_surveillance,public_building,0.005,0.001,0.52,0.999,0.01,0.0,4037,27,21
camera_surveillance → buddhist,camera_surveillance,buddhist,0.001,0.0,0.07,1.0,0.0,0.0,4037,7,3
kindergarten → veterinary,kindergarten,veterinary,0.021,0.002,0.52,0.991,0.02,0.0,1337,320,28
kindergarten → toy_shop,kindergarten,toy_shop,0.008,0.001,0.3,0.998,0.01,0.0,1337,218,12
kindergarten → guesthouse,kindergarten,guesthouse,0.016,0.002,0.17,0.994,0.02,0.0,1337,792,22
kindergarten → travel_agent,kindergarten,travel_agent,0.029,0.003,0.5,0.989,0.03,0.0,1337,460,42
kindergarten → outdoor_shop,kindergarten,outdoor_shop,0.006,0.001,0.34,0.998,0.01,0.0,1337,141,10
kindergarten → bookshop,kindergarten,bookshop,0.019,0.003,0.34,0.993,0.03,0.0,1337,436,36
kindergarten → car_rental,kindergarten,car_rental,0.01,0.001,0.27,0.997,0.01,0.0,1337,287,14
kindergarten → college,kindergarten,college,0.013,0.002,0.7,0.995,0.02,0.0,1337,144,22
kindergarten → railway_halt,kindergarten,railway_halt,0.013,0.001,0.15,0.996,0.01,0.0,1337,726,18
kindergarten → wayside_cross,kindergarten,wayside_cross,0.011,0.001,0.05,0.997,0.01,0.0,1337,1917,19
kindergarten → attraction,kindergarten,attraction,0.008,0.001,0.05,0.997,0.01,0.0,1337,1231,11
kindergarten → cinema,kindergarten,cinema,0.01,0.001,0.33,0.998,0.01,0.0,1337,234,13
camera_surveillance → lighthouse,camera_surveillance,lighthouse,0.0,0.0,0.02,1.0,0.0,0.0,4037,12,1
kindergarten → newsagent,kindergarten,newsagent,0.01,0.001,0.32,0.997,0.01,0.0,1337,239,13
kindergarten → chemist,kindergarten,chemist,0.018,0.002,0.4,0.994,0.02,0.0,1337,359,24
kindergarten → christian,kindergarten,christian,0.011,0.001,0.22,0.997,0.01,0.0,1337,413,16
kindergarten → public_building,kindergarten,public_building,0.001,0.0,0.15,0.999,0.0,0.0,1337,27,2
kindergarten → picnic_site,kindergarten,picnic_site,0.021,0.002,0.03,0.992,0.02,0.0,1337,4863,30
kindergarten → swimming_pool,kindergarten,swimming_pool,0.004,0.0,0.21,0.998,0.0,0.0,1337,143,5
camera_surveillance → cave_entrance,camera_surveillance,cave_entrance,0.0,0.0,0.0,1.0,0.0,0.0,4037,560,1
camera_surveillance → ruins,camera_surveillance,ruins,0.0,0.0,0.01,1.0,0.0,0.0,4037,239,1
camera_surveillance → nursing_home,camera_surveillance,nursing_home,0.001,0.0,0.07,1.0,0.0,0.0,4037,48,3
camera_surveillance → camp_site,camera_surveillance,camp_site,0.0,0.0,0.02,1.0,0.0,0.0,4037,101,1
camera_surveillance → motel,camera_surveillance,motel,0.008,0.001,0.77,0.997,0.01,0.0,4037,27,31
camera_surveillance → guesthouse,camera_surveillance,guesthouse,0.018,0.002,0.18,0.992,0.02,0.0,4037,792,77
camera_surveillance → tower,camera_surveillance,tower,0.01,0.001,0.15,0.995,0.01,0.0,4037,558,52
bar → biergarten,bar,biergarten,0.006,0.001,0.58,0.997,0.01,0.0,2240,57,14
bar → mall,bar,mall,0.008,0.001,0.8,0.996,0.01,0.0,2240,43,24
bar → wayside_shrine,bar,wayside_shrine,0.008,0.001,0.06,0.997,0.01,0.0,2240,1014,21
bar → christian_methodist,bar,christian_methodist,0.004,0.0,0.36,0.999,0.0,0.0,2240,19,8
bar → christian_catholic,bar,christian_catholic,0.005,0.001,0.25,0.999,0.01,0.0,2240,168,15
bar → spring,bar,spring,0.001,0.0,0.02,0.999,0.0,0.0,2240,515,3
bar → ice_rink,bar,ice_rink,0.004,0.0,0.36,0.998,0.0,0.0,2240,37,10
bar → university,bar,university,0.011,0.002,0.8,0.997,0.02,0.0,2240,111,37
bar → archaeological,bar,archaeological,0.014,0.002,0.26,0.993,0.02,0.0,2240,441,42
bar → muslim,bar,muslim,0.004,0.0,0.45,0.998,0.0,0.0,2240,35,10
bar → tower,bar,tower,0.017,0.002,0.25,0.994,0.02,0.0,2240,558,45
bar → wayside_cross,bar,wayside_cross,0.012,0.001,0.05,0.996,0.01,0.0,2240,1917,26
bar → castle,bar,castle,0.005,0.001,0.14,0.998,0.01,0.0,2240,302,12
bar → veterinary,bar,veterinary,0.019,0.002,0.48,0.993,0.02,0.0,2240,320,44
bar → christian_protestant,bar,christian_protestant,0.008,0.001,0.76,0.998,0.01,0.0,2240,37,17
bar → video_shop,bar,video_shop,0.011,0.001,1.07,0.994,0.01,0.0,2240,8,24
bar → bus_station,bar,bus_station,0.012,0.001,1.21,0.996,0.01,0.0,2240,55,27
bar → nursing_home,bar,nursing_home,0.002,0.0,0.18,1.0,0.0,0.0,2240,48,4
bar → picnic_site,bar,picnic_site,0.015,0.002,0.02,0.996,0.02,0.0,2240,4863,36
bar → monument,bar,monument,0.014,0.002,0.47,0.995,0.02,0.0,2240,233,49
bar → car_rental,bar,car_rental,0.026,0.003,0.72,0.992,0.03,0.0,2240,287,71
bar → garden_centre,bar,garden_centre,0.008,0.001,0.44,0.996,0.01,0.0,2240,153,19
bar → greengrocer,bar,greengrocer,0.019,0.002,1.57,0.993,0.02,0.0,2240,95,42
bar → peak,bar,peak,0.002,0.0,0.0,0.999,0.0,0.0,2240,8981,8
bar → christian_evangelical,bar,christian_evangelical,0.009,0.001,0.89,0.997,0.01,0.0,2240,67,21
camera_surveillance → university,camera_surveillance,university,0.01,0.001,0.73,0.996,0.01,0.0,4037,111,58
camera_surveillance → outdoor_shop,camera_surveillance,outdoor_shop,0.024,0.003,1.33,0.991,0.03,0.0,4037,141,125
camera_surveillance → monument,camera_surveillance,monument,0.011,0.001,0.37,0.996,0.01,0.0,4037,233,45
camera_surveillance → ferry_terminal,camera_surveillance,ferry_terminal,0.013,0.001,0.23,0.996,0.01,0.0,4037,471,59
camera_surveillance → ice_rink,camera_surveillance,ice_rink,0.001,0.0,0.15,1.0,0.0,0.0,4037,37,6
camera_surveillance → town_hall,camera_surveillance,town_hall,0.021,0.002,0.3,0.991,0.02,0.0,4037,574,93
camera_surveillance → computer_shop,camera_surveillance,computer_shop,0.028,0.003,1.06,0.991,0.03,0.0,4037,214,116
